"program_id","permutation_id","path_id","level_id","gradual_median","stress","dynamic_median","framing_median","diff","pdiff","example","classification","completion_percentage","context_name","spec_type","expr_type"
4,7362,23,37,11.074478,128,9.321088,8.7542395,-32.308446,-74.5,"avlja","min",19.4,"preOrder","fold","pred"
4,12100,28,50,14.53948,128,57.0393005,8.5467095,-37.255283,-71.9,"avlja","min",26.2,"preOrder","fold","pred"
4,5383,21,88,118.3481305,128,176.631215,8.6416195,-54.1401985,-31.4,"avlja","min",46.1,"preOrder","fold","pred"
4,8929,24,108,93.2734165,128,192.6846865,8.653517,-34.4397375,-27,"avlja","min",56.5,"preOrder","unfold","pred"
4,13781,31,117,152.8038,128,191.1357135,9.7619445,-36.048038,-19.1,"avlja","min",61.3,"preOrder","unfold","pred"
4,5642,21,130,105.746177,128,224.594053,8.7277735,-35.8595435,-25.3,"avlja","min",68.1,"preOrder","unfold","pred"
4,14193,32,132,94.3995045,128,212.425492,12.220172,-56.6822025,-37.5,"avlja","min",69.1,"preOrder","fold","pred"
4,6828,22,139,70.743619,128,109.8418705,9.65042,-39.9660085,-36.1,"avlja","min",72.8,"preOrder","fold","pred"
4,11722,27,147,64.2310235,128,110.5653835,10.6775265,-39.851883,-38.3,"avlja","min",77,"preOrder","fold","pred"
4,10234,25,157,123.9287055,128,169.0216085,9.4368605,-38.623427,-23.8,"avlja","min",82.2,"preOrder","unfold","pred"
4,13873,31,163,122.6507865,128,254.330934,11.7978235,-60.8590595,-33.2,"avlja","min",85.3,"preOrder","fold","pred"
4,13037,29,168,70.150781,128,235.0423945,124.6542145,-61.9874285,-46.9,"avlja","min",88,"avlh","pred","rem_imp"
4,13513,30,174,16.334399,64,53.984979,29.0939745,-26.960387,-62.3,"avlja","min",91.1,"preOrder","post","rem_imp"
4,13513,30,174,58.007766,128,234.9999495,123.1919185,-122.36015,-67.8,"avlja","min",91.1,"preOrder","post","rem_imp"
4,14287,32,179,14.6469895,64,53.7464595,29.7798175,-27.0877125,-64.9,"avlja","min",93.7,"preOrder","post","rem_imp"
4,14287,32,179,54.8190975,128,235.7136325,123.027562,-122.016323,-69,"avlja","min",93.7,"preOrder","post","rem_imp"
4,4803,20,182,54.5832535,128,234.8577045,123.0631705,-63.899906,-53.9,"avlja","min",95.3,"avlh","pred","rem_imp"
4,10342,25,184,46.7861425,128,252.9142725,157.102413,-73.8044955,-61.2,"avlja","min",96.3,"avlh","pred","rem_imp"
4,13914,31,184,14.566041,64,53.90402,29.512435,-26.9346705,-64.9,"avlja","min",96.3,"preOrder","post","rem_imp"
4,13914,31,184,54.8753595,128,235.0988645,123.8526545,-121.8992745,-69,"avlja","min",96.3,"preOrder","post","rem_imp"
4,1374,17,186,55.836606,128,235.586611,123.510501,-63.8500515,-53.3,"avlja","min",97.4,"avlh","pred","rem_imp"
4,8256,23,186,53.8516425,128,235.661727,123.140279,-62.3136235,-53.6,"avlja","min",97.4,"preOrder","pre","rem_imp"
4,11877,27,186,54.674488,128,236.1540685,124.296679,-63.3164465,-53.7,"avlja","min",97.4,"avlh","pred","rem_imp"
4,9402,24,187,63.830252,128,235.8576485,124.147171,-61.845271,-49.2,"avlja","min",97.9,"avlh","pred","rem_imp"
4,3678,19,188,43.946865,128,252.6143135,156.2002635,-74.1622155,-62.8,"avlja","min",98.4,"avlh","pred","rem_imp"
4,7121,22,188,43.5167075,128,252.27179,156.56386,-74.5118465,-63.1,"avlja","min",98.4,"avlh","pred","rem_imp"
4,12523,28,188,44.789428,128,253.453929,156.325695,-86.316778,-65.8,"avlja","min",98.4,"preOrder","pre","rem_imp"
4,11124,26,189,146.8321325,128,335.1236255,175.382824,-29.0501975,-16.5,"avlja","min",99,"rightRotate","post","rem_imp"
4,13926,31,190,3.6431235,128,253.0123495,156.4521355,-46.197385,-92.7,"avlja","min",99.5,"insert","post","rem_imp"
4,1403,17,191,3.806554,128,252.636237,156.492297,-46.4027095,-92.4,"avlja","min",100,"insert","post","rem_imp"
4,2532,18,191,3.7457375,128,252.3148915,156.7327525,-114.3278425,-96.8,"avlja","min",100,"avlh","pred","rem_imp"
4,3696,19,191,3.7336075,128,252.5999245,156.6179265,-40.1865545,-91.5,"avlja","min",100,"right","pred","rem_imp"
4,4859,20,191,3.9725385,128,252.479581,156.518152,-39.6276345,-90.9,"avlja","min",100,"leftRotate","pre","rem_imp"
4,6009,21,191,3.7808215,128,252.7226565,156.217742,-114.575762,-96.8,"avlja","min",100,"avlh","pred","rem_imp"
4,7139,22,191,3.767906,128,252.786335,156.177375,-39.101115,-91.2,"avlja","min",100,"newNode","pre","rem_imp"
4,8286,23,191,4.0599235,128,253.7264,156.9479915,-45.691651,-91.8,"avlja","min",100,"insert","post","rem_imp"
4,9427,24,191,3.7342045,128,252.5015275,156.2661565,-46.216762,-92.5,"avlja","min",100,"insert","post","rem_imp"
4,10370,25,191,3.8611795,128,253.496579,156.5879575,-39.2886795,-91.1,"avlja","min",100,"rightRotate","pre","rem_imp"
4,11132,26,191,2.392572,64,58.6196555,37.2225625,-32.0045655,-93,"avlja","min",100,"preOrder","post","rem_imp"
4,11132,26,191,3.6263955,128,252.719889,156.492909,-143.466379,-97.5,"avlja","min",100,"preOrder","post","rem_imp"
4,11897,27,191,3.788268,128,252.2820805,156.8840385,-46.4205105,-92.5,"avlja","min",100,"insert","post","rem_imp"
4,12532,28,191,4.101033,128,253.05987,156.304913,-39.701089,-90.6,"avlja","min",100,"right","pred","rem_imp"
4,14312,32,191,3.817999,128,252.743997,156.485854,-40.012782,-91.3,"avlja","min",100,"right","pred","rem_imp"
4,4917,21,10,42.1684535,128,8.7986185,8.6998475,33.7497705,400.9,"avlja","max",5.4,"preOrder","post","pred"
4,11186,27,13,43.509594,128,9.067533,8.55258,34.4385155,379.7,"avlja","max",7,"preOrder","pre","pred"
4,2653,19,18,46.006792,128,48.3846215,8.6662055,36.7318765,396,"avlja","max",9.7,"preOrder","pre","pred"
4,7255,23,19,42.18763,128,9.4358465,8.8283425,33.675642,395.6,"avlja","max",10.2,"preOrder","post","pred"
4,1550,18,26,50.909192,128,49.8479835,9.0707975,38.670227,316,"avlja","max",14,"preOrder","pre","pred"
4,13194,30,29,47.5870175,128,50.676461,8.8918085,38.5534805,426.8,"avlja","max",15.6,"preOrder","pre","pred"
4,12031,28,33,47.2879025,128,47.2545485,8.575173,38.739207,453.2,"avlja","max",17.7,"preOrder","post","pred"
4,446,17,36,43.3352935,128,10.1826285,8.671292,34.968597,417.9,"avlja","max",19.4,"preOrder","pre","pred"
4,5160,21,51,98.0673095,128,101.137131,9.092084,41.1103445,72.2,"avlja","max",27.4,"preOrder","pre","pred"
4,13654,31,53,21.008084,64,22.890514,3.519277,15.290864,267.5,"avlja","max",28.5,"preOrder","post","pred"
4,13654,31,53,85.6732775,128,88.350793,8.6051015,69.0070945,414.1,"avlja","max",28.5,"preOrder","post","pred"
4,6344,22,56,48.2673465,128,49.4054995,8.5756695,37.967239,368.6,"avlja","max",30.1,"preOrder","post","pred"
4,13671,31,62,36.049491,64,37.8101535,3.7011145,15.1254335,72.3,"avlja","max",33.3,"preOrder","pre","pred"
4,13671,31,62,153.3640635,128,157.0304005,8.745645,68.5068835,80.7,"avlja","max",33.3,"preOrder","pre","pred"
4,5286,21,72,168.1491345,128,176.528549,8.776136,63.7573115,61.1,"avlja","max",38.7,"avlh","pred","pred"
4,12209,28,83,47.1398575,128,92.8841685,8.678151,26.4014565,127.3,"avlja","max",44.6,"avlh","pred","pred"
4,13715,31,84,184.4570305,128,189.920289,8.6066195,18.6569355,11.3,"avlja","max",45.2,"avlh","pred","acc"
4,9927,25,90,53.564298,128,19.1047665,8.7990755,19.7052865,58.2,"avlja","max",48.4,"insert","fold","pred"
4,12230,28,90,65.5872,128,107.7421605,8.751657,17.317372,35.9,"avlja","max",48.4,"insert","post","pred"
4,8825,24,91,59.3535825,128,114.7634655,8.523508,18.8858855,46.7,"avlja","max",48.9,"insert","post","pred"
4,8837,24,93,127.983768,128,190.683748,8.8216845,68.4614785,115,"avlja","max",50,"preOrder","pre","pred"
4,9947,25,94,95.6595915,128,66.507237,8.724664,51.4970585,116.6,"avlja","max",50.5,"preOrder","pre","pred"
4,1964,18,95,93.6118315,128,110.027675,8.571465,21.802398,30.4,"avlja","max",51.1,"avlh","pred","pred"
4,6584,22,97,92.560889,128,95.6457465,8.7942125,38.65674,71.7,"avlja","max",52.2,"preOrder","pre","pred"
4,14123,32,97,66.0682125,128,68.3055585,11.076894,49.35425,295.3,"avlja","max",52.2,"preOrder","post","pred"
4,1985,18,99,112.063281,128,110.379218,8.7136765,18.252288,19.5,"avlja","max",53.2,"insert","fold","pred"
4,12834,29,100,71.840253,128,108.6991075,8.6001455,45.816376,176.1,"avlja","max",53.8,"preOrder","pre","pred"
4,4302,20,101,56.076584,128,94.918309,8.7872005,38.4700045,218.5,"avlja","max",54.3,"preOrder","pre","pred"
4,11538,27,101,90.4167945,128,94.6935535,11.395238,37.6338015,71.3,"avlja","max",54.3,"preOrder","post","pred"
4,14149,32,110,122.3592305,128,134.425184,11.569438,52.461692,75.1,"avlja","max",59.1,"avlh","pred","pred"
4,12331,28,124,105.9208245,128,201.1141595,8.616135,18.6284735,21.3,"avlja","max",66.7,"preOrder","pre","pred"
4,14191,32,131,151.081707,128,212.404654,11.699786,26.198722,21,"avlja","max",70.4,"preOrder","pre","pred"
4,2183,18,132,139.1486805,128,217.578507,9.4118075,15.210938,12.3,"avlja","max",71,"left","pred","acc"
4,3372,19,137,112.427119,128,227.4704535,11.409318,56.7449055,101.9,"avlja","max",73.7,"avlh","pred","pred"
4,10922,26,138,65.1782595,128,64.4747885,12.1837055,38.845721,147.5,"avlja","max",74.2,"preOrder","pre","pred"
4,6842,22,141,95.823941,128,186.8141955,9.721272,24.838796,35,"avlja","max",75.8,"avlh","pred","pred"
4,13448,30,141,109.5736315,128,135.1704485,11.1239055,34.9617395,46.9,"avlja","max",75.8,"avlh","pred","pred"
4,10198,25,148,167.9123155,128,149.445638,9.3545315,81.771669,94.9,"avlja","max",79.6,"avlh","pred","pred"
4,13475,30,155,184.3536545,128,295.834217,141.8156915,60.0175345,48.3,"avlja","max",83.3,"preOrder","pre","rem_imp"
4,13025,29,164,119.001091,128,226.3996665,12.5200095,36.3981155,44.1,"avlja","max",88.2,"avlh","pred","pred"
4,11045,26,169,118.1304015,128,255.694206,11.281245,64.444998,120,"avlja","max",90.9,"avlh","pred","pred"
4,4749,20,173,121.1765915,128,255.53088,12.877064,63.8953515,111.5,"avlja","max",93,"avlh","pred","pred"
4,1305,17,175,117.5990115,128,253.438795,11.7392995,38.966749,49.6,"avlja","max",94.1,"avlh","pred","pred"
4,10306,25,175,137.003069,128,172.6515705,12.7132295,15.9048925,13.1,"avlja","max",94.1,"main","post","bool"
4,14279,32,175,174.2016505,128,316.904223,141.9559255,59.0910085,51.3,"avlja","max",94.1,"avlh","pred","rem_imp"
4,11842,27,177,103.571585,128,219.2343375,11.819934,30.4010825,41.5,"avlja","max",95.2,"avlh","pred","pred"
4,13901,31,177,179.4548325,128,315.858686,142.7666265,59.713427,49.9,"avlja","max",95.2,"preOrder","pre","rem_imp"
4,8212,23,179,116.902978,128,171.886804,12.9804135,77.8600775,199.4,"avlja","max",96.2,"avlh","pred","pred"
4,11112,26,186,170.816347,128,336.9134545,176.2235785,52.3436825,44.2,"avlja","max",100,"avlh","pred","rem_imp"
6,11604,74,45,12.476936,128,63.2249485,10.423017,-50.51414,-80.2,"bst","min",20.7,"tree_main_lemma_bst","fold","pred"
6,10815,73,65,111.531909,128,193.182791,10.5220275,-70.059652,-38.6,"bst","min",30,"tree_main_lemma_bst","fold","pred"
6,14656,80,115,142.728976,128,249.423922,11.449214,-73.4482385,-34,"bst","min",53,"tree_main_lemma_bst","fold","pred"
6,14148,78,123,125.1024205,128,206.1760595,10.8384245,-51.2085015,-29,"bst","min",56.7,"tree_main_lemma_bst","fold","pred"
6,7917,70,164,101.6251845,128,294.1168855,11.9722315,-64.608443,-38.9,"bst","min",75.6,"tree_main_lemma_bst","fold","pred"
6,9245,71,168,204.376973,128,499.3725855,12.108236,-55.6393355,-21.4,"bst","min",77.4,"tree","pred","pred"
6,10360,72,168,161.3163,128,437.326214,10.4760895,-48.607923,-23.2,"bst","min",77.4,"tree_main_lemma_bst","unfold","pred"
6,5344,68,173,114.701509,128,291.2593865,11.748386,-53.8194095,-31.9,"bst","min",79.7,"tree_main_lemma_bst","fold","pred"
6,2804,66,184,264.8186615,128,682.570843,214.874649,-47.9406035,-15.3,"bst","min",84.8,"tree_main_lemma_bst","unfold","pred"
6,6722,69,184,223.9435795,128,558.6611105,11.584599,-64.4500315,-22.3,"bst","min",84.8,"tree_main_lemma_bst","fold","pred"
6,9348,71,185,142.5490065,128,512.5188555,11.9613455,-78.0963515,-35.4,"bst","min",85.3,"tree_main_lemma_bst","fold","pred"
6,11330,73,194,251.5134,128,584.3768435,99.542897,-47.966989,-16,"bst","min",89.4,"tree_remove_lemma_left","post","rem_imp"
6,12188,74,194,198.8508085,128,614.673424,252.98898,-120.89363,-37.8,"bst","min",89.4,"bst","pred","rem_imp"
6,14296,78,197,129.824875,128,626.0206315,381.433433,-116.1154165,-47.2,"bst","min",90.8,"bst","pred","rem_imp"
6,13431,76,199,279.720237,128,732.684868,281.452279,-81.875502,-22.6,"bst","min",91.7,"tree_contains_helper","post","rem_imp"
6,11354,73,200,236.349202,128,610.6637825,163.028478,-47.923308,-16.9,"bst","min",92.2,"tree_main_lemma_bst","unfold","pred"
6,14744,80,203,154.603888,128,657.0185505,394.1327025,-105.496895,-40.6,"bst","min",93.5,"bst","pred","rem_imp"
6,10501,72,204,219.847746,128,673.2025565,193.0737335,-57.7424475,-20.8,"bst","min",94,"bst","pred","bool"
6,11370,73,204,200.8988895,128,620.439324,175.9219585,-54.7550575,-21.4,"bst","min",94,"tree_add","post","rem_imp"
6,12871,75,205,152.560069,128,635.359023,347.963654,-113.9890925,-42.8,"bst","min",94.5,"bstRemove","pred","rem_imp"
6,13878,77,205,252.3441935,128,661.420825,410.405912,-115.5233155,-31.4,"bst","min",94.5,"bstRemove","pred","rem_imp"
6,13882,77,207,171.965705,128,658.468595,406.9840155,-80.313151,-31.8,"bst","min",95.4,"tree_contains_helper","post","rem_imp"
6,14531,79,207,178.4858155,128,608.9414795,307.234628,-59.4439295,-25,"bst","min",95.4,"bst","pred","rem_imp"
6,5559,68,208,104.1591055,128,662.8594645,340.592916,-146.717077,-58.5,"bst","min",95.9,"bst","pred","rem_imp"
6,9491,71,208,108.0625675,128,622.682974,387.2429435,-158.850097,-59.5,"bst","min",95.9,"bstRemove","pred","rem_imp"
6,12231,74,208,120.6666565,128,660.589438,339.827902,-56.6458415,-31.9,"bst","min",95.9,"mod2","pre","rem_imp"
6,2959,66,209,181.7902545,128,651.7753815,261.1851675,-96.401877,-34.7,"bst","min",96.3,"bstRemove","pred","rem_imp"
6,6879,69,209,199.295907,128,674.10809,193.3223935,-51.669594,-20.6,"bst","min",96.3,"tree_contains","post","rem_imp"
6,11390,73,209,142.4398185,128,650.3777305,371.489455,-79.804303,-35.9,"bst","min",96.3,"tree_main_lemma_bst","pre","rem_imp"
6,13451,76,209,119.395669,128,643.185276,421.764314,-170.7323615,-58.8,"bst","min",96.3,"tree_main_lemma_bst","post","rem_imp"
6,6885,69,210,91.382629,128,632.976708,393.165462,-107.913278,-54.1,"bst","min",96.8,"bst","pred","rem_imp"
6,2979,66,212,99.788484,128,619.574857,399.739293,-84.1210535,-45.7,"bst","min",97.7,"tree_main_lemma_bst","pre","rem_imp"
6,4275,67,212,102.7248685,128,619.9046365,363.3687685,-220.7770225,-68.2,"bst","min",97.7,"bstRemove","pred","rem_imp"
6,12243,74,212,78.6883565,128,655.8588855,383.781102,-48.2719145,-38,"bst","min",97.7,"tree_remove_lemma_right","post","rem_imp"
6,10541,72,214,195.7346505,128,673.962761,193.78881,-54.9599795,-21.9,"bst","min",98.6,"tree_remove_lemma_min","pre","rem_imp"
6,11410,73,214,33.034445,128,647.9879445,425.550822,-87.5925105,-72.6,"bst","min",98.6,"tree_remove_lemma_right","post","rem_imp"
6,14321,78,214,43.023772,128,649.9429935,427.4979965,-56.449317,-56.7,"bst","min",98.6,"tree_remove_lemma_left","pre","rem_imp"
6,14539,79,215,71.0969965,128,604.69795,346.92211,-56.0476765,-44.1,"bst","min",99.1,"tree_remove_lemma_left","pre","rem_imp"
6,1703,65,216,2.267948,64,129.5691435,86.3382245,-49.9242055,-95.7,"bst","min",99.5,"bst","pred","rem_imp"
6,1703,65,216,2.7152165,128,650.901015,428.717398,-247.867135,-98.9,"bst","min",99.5,"bst","pred","rem_imp"
6,3003,66,216,42.7929595,128,651.2660595,428.571557,-68.190821,-61.4,"bst","min",99.5,"tree_contains","post","rem_imp"
6,5607,68,216,2.4608845,128,650.334519,427.2852135,-55.752692,-95.8,"bst","min",99.5,"tree_remove_lemma_right","pre","rem_imp"
6,8225,70,216,90.0956185,128,685.634841,432.4150665,-160.8375935,-64.1,"bst","min",99.5,"bst","pred","rem_imp"
6,10549,72,216,22.79692,128,647.994397,428.298446,-227.976948,-90.9,"bst","min",99.5,"bst","pred","rem_imp"
6,13900,77,216,59.886114,128,645.662885,425.5083015,-89.869792,-60,"bst","min",99.5,"tree_remove_lemma_right","post","rem_imp"
6,6927,69,217,2.3656605,128,648.851689,428.356784,-51.9135045,-95.6,"bst","min",100,"tree_add","post","rem_imp"
6,8232,70,217,2.4012265,128,650.4114425,426.5201955,-87.694392,-97.3,"bst","min",100,"tree_remove_lemma_left","post","rem_imp"
6,13467,76,217,2.4931895,128,651.7001565,428.1319645,-54.4639735,-95.6,"bst","min",100,"tree_remove_helper","post","rem_imp"
6,13902,77,217,2.4332625,128,649.4542425,427.013049,-57.4528515,-95.9,"bst","min",100,"tree_remove","post","rem_imp"
6,10567,73,3,56.0203995,128,10.75077,10.4703515,45.713151,443.5,"bst","max",1.4,"tree_main_lemma_bst","post","pred"
6,5682,69,11,60.668111,128,60.844782,11.754367,50.3338645,487.1,"bst","max",5.1,"tree_main_lemma_bst","post","pred"
6,599,65,34,72.829215,128,69.875,10.568389,52.3697015,256,"bst","max",15.8,"tree_main_lemma_bst","post","pred"
6,11588,74,41,62.9146065,128,63.2226415,10.4842205,52.14839,484.4,"bst","max",19.1,"tree_main_lemma_bst","post","pred"
6,5976,69,61,164.0133795,128,156.4630985,10.357437,58.731188,55.8,"bst","max",28.4,"bst","pred","pred"
6,14386,79,62,102.8506505,128,97.763544,10.4847475,45.364785,78.9,"bst","max",28.8,"tree_main_lemma_bst","post","pred"
6,10807,73,63,181.2597375,128,193.454587,10.433611,72.1519115,66.1,"bst","max",29.3,"bst","pred","pred"
6,6041,69,72,216.8111675,128,210.4042675,10.5889705,47.3991405,28,"bst","max",33.5,"tree_main_lemma_bst","pre","pred"
6,10863,73,77,168.270018,128,251.3409405,10.47066,56.655628,50.8,"bst","max",35.8,"tree_main_lemma_bst","pre","pred"
6,4813,68,85,79.796062,128,92.330751,10.4320855,47.5570775,147.5,"bst","max",39.5,"tree_main_lemma_bst","post","pred"
6,12516,75,86,108.4204525,128,44.226032,10.417928,45.657696,72.7,"bst","max",40,"tree_main_lemma_bst","pre","pred"
6,13639,77,86,89.6695185,128,137.319719,10.5592715,49.262866,121.9,"bst","max",40,"tree_main_lemma_bst","pre","pred"
6,14629,80,88,158.0250735,128,161.0776375,11.3937135,73.4114205,86.8,"bst","max",40.9,"tree_main_lemma_bst","post","pred"
6,10030,72,89,101.534203,128,168.1518055,10.740033,53.331209,110.6,"bst","max",41.4,"tree_main_lemma_bst","pre","pred"
6,11807,74,96,128.2453495,128,225.850797,10.6742165,68.6933545,115.4,"bst","max",44.7,"bst","pred","pred"
6,14094,78,96,119.602832,128,152.3225305,11.930449,52.8844045,79.3,"bst","max",44.7,"tree_main_lemma_bst","pre","pred"
6,8821,71,98,75.7004435,128,75.1529145,11.9070065,52.8280905,231,"bst","max",45.6,"tree_main_lemma_bst","pre","pred"
6,10947,73,98,242.149282,128,321.56963,10.444444,42.2658985,21.1,"bst","max",45.6,"bstRemove","pred","pred"
6,14639,80,98,197.8596025,128,207.994564,11.702841,53.3693565,36.9,"bst","max",45.6,"tree_main_lemma_bst","pre","pred"
6,8870,71,106,123.1194665,128,121.084304,12.102354,46.0799135,59.8,"bst","max",49.3,"tree_main_lemma_bst","post","pred"
6,13229,76,107,111.800856,128,129.915595,11.4463995,51.6444965,85.9,"bst","max",49.8,"tree_main_lemma_bst","pre","pred"
6,2344,66,108,123.9817895,128,221.476943,10.7049045,58.4944715,89.3,"bst","max",50.2,"tree_main_lemma_bst","pre","pred"
6,3709,67,118,112.2558975,128,141.17589,10.83552,53.296533,90.4,"bst","max",54.9,"tree_main_lemma_bst","pre","pred"
6,10161,72,118,166.485164,128,282.094634,10.403059,53.2943465,47.1,"bst","max",54.9,"bst","pred","acc"
6,14442,79,118,224.3262895,128,418.0725595,10.8490795,98.067599,77.7,"bst","max",54.9,"bst","pred","pred"
6,1106,65,119,158.2209065,128,258.534679,11.7396455,63.4978965,67,"bst","max",55.3,"bstRemove","pred","pred"
6,3774,67,129,187.9079085,128,262.721259,10.4326945,69.0053405,58,"bst","max",60,"bst","pred","pred"
