"id","path_id","level_id","component_added","stress","median","verification","diff","pdiff","context_name","context_type","bst_component_type","example","classification","list_component_type","composite_component_type"
"37550d3f0bb9965adb359af3ab98f9fa3ad4a",6,57.9,"p.bst.6.pred.pred_inst.137",64,154056083,"gradual",138104739,865.8,"bst","pred","pred_inst","bst","max",NA,NA
"1f33c1ef4ed3ee33de95b439fd69b7218ce4b8a",1,60.7,"m.tree_main_lemma_bst.1.pre.pred_inst.40",44,34643366,"gradual",29052129,519.6,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"1f33c1ef4ed3ee33de95b439fd69b7218ce4b8a",1,60.7,"m.tree_main_lemma_bst.1.pre.pred_inst.40",52,48243477,"gradual",41298868,594.7,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"1f33c1ef4ed3ee33de95b439fd69b7218ce4b8a",1,60.7,"m.tree_main_lemma_bst.1.pre.pred_inst.40",56,68418530,"gradual",61339104,866.4,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"1f33c1ef4ed3ee33de95b439fd69b7218ce4b8a",1,60.7,"m.tree_main_lemma_bst.1.pre.pred_inst.40",60,96430281,"gradual",86098024,833.3,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"1f33c1ef4ed3ee33de95b439fd69b7218ce4b8a",1,60.7,"m.tree_main_lemma_bst.1.pre.pred_inst.40",64,110542794,"gradual",99858980,934.7,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"37572d3f9bb9975adbbdbaf3ab98f9fa3ad4a",6,63.4,"m.tree_add_helper.2.post.pred_inst.23",56,137925591,"gradual",27963529,25.4,"tree_add_helper","post","pred_inst","bst","max",NA,NA
"37572d3f9bb9975adbbdbaf3ab98f9fa3ad4a",6,63.4,"m.tree_add_helper.2.post.pred_inst.23",60,178054351,"gradual",32685711,22.5,"tree_add_helper","post","pred_inst","bst","max",NA,NA
"37572d3f9bb9975adbbdbaf3ab98f9fa3ad4a",6,63.4,"m.tree_add_helper.2.post.pred_inst.23",64,202495145,"gradual",30421870,17.7,"tree_add_helper","post","pred_inst","bst","max",NA,NA
"3757ad3f9bb9975adbbdbaf3ab98f9fa3ef4a",6,65.5,"p.bstRemove.6.pred.pred_inst.143",44,105366388,"gradual",43004303,69,"bstRemove","pred","pred_inst","bst","max",NA,NA
"3757ad3f9bb9975adbbdbaf3ab98f9fa3ef4a",6,65.5,"p.bstRemove.6.pred.pred_inst.143",48,103104109,"gradual",38113106,58.6,"bstRemove","pred","pred_inst","bst","max",NA,NA
"3757ad3f9bb9975adbbdbaf3ab98f9fa3ef4a",6,65.5,"p.bstRemove.6.pred.pred_inst.143",52,158028934,"gradual",68096548,75.7,"bstRemove","pred","pred_inst","bst","max",NA,NA
"3757ad3f9bb9975adbbdbaf3ab98f9fa3ef4a",6,65.5,"p.bstRemove.6.pred.pred_inst.143",56,230042917,"gradual",94605774,69.9,"bstRemove","pred","pred_inst","bst","max",NA,NA
"3757ad3f9bb9975adbbdbaf3ab98f9fa3ef4a",6,65.5,"p.bstRemove.6.pred.pred_inst.143",60,316257504,"gradual",139303775,78.7,"bstRemove","pred","pred_inst","bst","max",NA,NA
"3757ad3f9bb9975adbbdbaf3ab98f9fa3ef4a",6,65.5,"p.bstRemove.6.pred.pred_inst.143",64,364460061,"gradual",162802771,80.7,"bstRemove","pred","pred_inst","bst","max",NA,NA
"ff4cdf0e575ce1ccccf7f95c73b1cfbff737a5",2,66.9,"p.bstRemove.6.pred.pred_inst.143",56,62789755,"gradual",35452531,129.7,"bstRemove","pred","pred_inst","bst","max",NA,NA
"ff4cdf0e575ce1ccccf7f95c73b1cfbff737a5",2,66.9,"p.bstRemove.6.pred.pred_inst.143",60,86360991,"gradual",52187256,152.7,"bstRemove","pred","pred_inst","bst","max",NA,NA
"ff4cdf0e575ce1ccccf7f95c73b1cfbff737a5",2,66.9,"p.bstRemove.6.pred.pred_inst.143",64,94442650,"gradual",58447290,162.4,"bstRemove","pred","pred_inst","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",28,38490211,"gradual",31247010,431.4,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",32,42563611,"gradual",34839977,451.1,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",36,65548644,"gradual",55642456,561.7,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",40,75616035,"gradual",65071617,617.1,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",44,105190829,"gradual",91447717,665.4,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",48,94758565,"gradual",83084138,711.7,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",52,140846386,"gradual",123516992,712.8,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",56,211072137,"gradual",191915097,1001.8,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",60,285843637,"gradual",260873259,1044.7,"bst","pred","acc","bst","max",NA,NA
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,69.7,"p.bst.6.pred.acc.141",64,324977404,"gradual",297780840,1094.9,"bst","pred","acc","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",28,39647781,"gradual",32009010,419,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",32,43536068,"gradual",35418108,436.3,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",36,65141328,"gradual",54950558,539.2,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",40,73135239,"gradual",61176601,511.6,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",44,104873156,"gradual",88401807,536.7,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",48,96642680,"gradual",85312209,752.9,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",52,148745821,"gradual",131383792,756.7,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",56,221242271,"gradual",202317005,1069,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",60,305392605,"gradual",280242648,1114.3,"bst","pred","pred_inst","bst","max",NA,NA
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,72.4,"p.bst.6.pred.pred_inst.137",64,346826248,"gradual",319489016,1168.7,"bst","pred","pred_inst","bst","max",NA,NA
"837d7af3f9bb9b75efbfdbefbbf98fdfe3ff5e",6,76.6,"m.tree_contains.2.post.pred_inst.27",52,200401924,"gradual",30094454,17.7,"tree_contains","post","pred_inst","bst","max",NA,NA
"837d7af3f9bb9b75efbfdbefbbf98fdfe3ff5e",6,76.6,"m.tree_contains.2.post.pred_inst.27",56,296991146,"gradual",41720240,16.3,"tree_contains","post","pred_inst","bst","max",NA,NA
"837d7af3f9bb9b75efbfdbefbbf98fdfe3ff5e",6,76.6,"m.tree_contains.2.post.pred_inst.27",60,405060308,"gradual",58858169,17,"tree_contains","post","pred_inst","bst","max",NA,NA
"837d7af3f9bb9b75efbfdbefbbf98fdfe3ff5e",6,76.6,"m.tree_contains.2.post.pred_inst.27",64,481168718,"gradual",77082448,19.1,"tree_contains","post","pred_inst","bst","max",NA,NA
"1dbbfbff76fdef75d7bfdb3d7aec3be7959ff6e",4,77.9,"p.bstRemove.6.pred.pred_inst.144",52,206574507,"gradual",28489032,16,"bstRemove","pred","pred_inst","bst","max",NA,NA
"1dbbfbff76fdef75d7bfdb3d7aec3be7959ff6e",4,77.9,"p.bstRemove.6.pred.pred_inst.144",56,309396098,"gradual",54631281,21.4,"bstRemove","pred","pred_inst","bst","max",NA,NA
"1dbbfbff76fdef75d7bfdb3d7aec3be7959ff6e",4,77.9,"p.bstRemove.6.pred.pred_inst.144",60,424415758,"gradual",74018961,21.1,"bstRemove","pred","pred_inst","bst","max",NA,NA
"1dbbfbff76fdef75d7bfdb3d7aec3be7959ff6e",4,77.9,"p.bstRemove.6.pred.pred_inst.144",64,491548958,"gradual",93980039,23.6,"bstRemove","pred","pred_inst","bst","max",NA,NA
"1ff4cff2ff75ee5cffdfff9fef3b9dfbff77fe5",2,82.8,"m.tree_remove_helper.2.post.pred_inst.91",56,95618530,"gradual",36880378,62.8,"tree_remove_helper","post","pred_inst","bst","max",NA,NA
"1ff4cff2ff75ee5cffdfff9fef3b9dfbff77fe5",2,82.8,"m.tree_remove_helper.2.post.pred_inst.91",60,130859359,"gradual",50689433,63.2,"tree_remove_helper","post","pred_inst","bst","max",NA,NA
"1ff4cff2ff75ee5cffdfff9fef3b9dfbff77fe5",2,82.8,"m.tree_remove_helper.2.post.pred_inst.91",64,149240585,"gradual",63467338,74,"tree_remove_helper","post","pred_inst","bst","max",NA,NA
"1f7bf1ff4ef7ffbbded7fe7dfd7dbfbbecfefdb",1,84.1,"p.bst.6.pred.pred_inst.136",36,51272280,"gradual",31822976,163.6,"bst","pred","pred_inst","bst","max",NA,NA
"1f7bf1ff4ef7ffbbded7fe7dfd7dbfbbecfefdb",1,84.1,"p.bst.6.pred.pred_inst.136",40,56378043,"gradual",34751423,160.7,"bst","pred","pred_inst","bst","max",NA,NA
"1f7bf1ff4ef7ffbbded7fe7dfd7dbfbbecfefdb",1,84.1,"p.bst.6.pred.pred_inst.136",44,79603118,"gradual",51022711,178.5,"bst","pred","pred_inst","bst","max",NA,NA
"1f7bf1ff4ef7ffbbded7fe7dfd7dbfbbecfefdb",1,84.1,"p.bst.6.pred.pred_inst.136",48,75238237,"gradual",45040576,149.2,"bst","pred","pred_inst","bst","max",NA,NA
"1f7bf1ff4ef7ffbbded7fe7dfd7dbfbbecfefdb",1,84.1,"p.bst.6.pred.pred_inst.136",52,110402630,"gradual",74024758,203.5,"bst","pred","pred_inst","bst","max",NA,NA
"1f7bf1ff4ef7ffbbded7fe7dfd7dbfbbecfefdb",1,84.1,"p.bst.6.pred.pred_inst.136",56,164494264,"gradual",110013948,201.9,"bst","pred","pred_inst","bst","max",NA,NA
"1f7bf1ff4ef7ffbbded7fe7dfd7dbfbbecfefdb",1,84.1,"p.bst.6.pred.pred_inst.136",60,225773443,"gradual",151772992,205.1,"bst","pred","pred_inst","bst","max",NA,NA
"1f7bf1ff4ef7ffbbded7fe7dfd7dbfbbecfefdb",1,84.1,"p.bst.6.pred.pred_inst.136",64,245262844,"gradual",162648010,196.9,"bst","pred","pred_inst","bst","max",NA,NA
"1ffccff3ff75eeddffdfff9fef3fddfbff7fff5",2,88.3,"p.bst.6.pred.pred_inst.137",36,58379265,"gradual",30851173,112.1,"bst","pred","pred_inst","bst","max",NA,NA
"1ffccff3ff75eeddffdfff9fef3fddfbff7fff5",2,88.3,"p.bst.6.pred.pred_inst.137",40,65124393,"gradual",38824554,147.6,"bst","pred","pred_inst","bst","max",NA,NA
"1ffccff3ff75eeddffdfff9fef3fddfbff7fff5",2,88.3,"p.bst.6.pred.pred_inst.137",44,91339432,"gradual",49892060,120.4,"bst","pred","pred_inst","bst","max",NA,NA
"1ffccff3ff75eeddffdfff9fef3fddfbff7fff5",2,88.3,"p.bst.6.pred.pred_inst.137",48,88899130,"gradual",51352401,136.8,"bst","pred","pred_inst","bst","max",NA,NA
"1ffccff3ff75eeddffdfff9fef3fddfbff7fff5",2,88.3,"p.bst.6.pred.pred_inst.137",52,137191080,"gradual",81926671,148.2,"bst","pred","pred_inst","bst","max",NA,NA
"1ffccff3ff75eeddffdfff9fef3fddfbff7fff5",2,88.3,"p.bst.6.pred.pred_inst.137",56,200232498,"gradual",123536749,161.1,"bst","pred","pred_inst","bst","max",NA,NA
"1ffccff3ff75eeddffdfff9fef3fddfbff7fff5",2,88.3,"p.bst.6.pred.pred_inst.137",60,267457896,"gradual",158302420,145,"bst","pred","pred_inst","bst","max",NA,NA
"1ffccff3ff75eeddffdfff9fef3fddfbff7fff5",2,88.3,"p.bst.6.pred.pred_inst.137",64,305314544,"gradual",186881391,157.8,"bst","pred","pred_inst","bst","max",NA,NA
"b77d7ff7dfef3fefffffffe4e7fefffbffcffd",7,89.7,"p.bstRemove.6.pred.pred_inst.144",56,264153409,"gradual",37685607,16.6,"bstRemove","pred","pred_inst","bst","max",NA,NA
"b77d7ff7dfef3fefffffffe4e7fefffbffcffd",7,89.7,"p.bstRemove.6.pred.pred_inst.144",60,369823030,"gradual",61249318,19.8,"bstRemove","pred","pred_inst","bst","max",NA,NA
"b77d7ff7dfef3fefffffffe4e7fefffbffcffd",7,89.7,"p.bstRemove.6.pred.pred_inst.144",64,416550751,"gradual",69010909,19.9,"bstRemove","pred","pred_inst","bst","max",NA,NA
"1ffccffbfffdeedfffdfff9fef3fddfbff7fff5",2,91,"m.tree_main_lemma_bst.2.post.pred_inst.41",44,111599348,"gradual",28379952,34.1,"tree_main_lemma_bst","post","pred_inst","bst","max",NA,NA
"1ffccffbfffdeedfffdfff9fef3fddfbff7fff5",2,91,"m.tree_main_lemma_bst.2.post.pred_inst.41",52,161568122,"gradual",44010199,37.4,"tree_main_lemma_bst","post","pred_inst","bst","max",NA,NA
"1ffccffbfffdeedfffdfff9fef3fddfbff7fff5",2,91,"m.tree_main_lemma_bst.2.post.pred_inst.41",56,235776421,"gradual",61530969,35.3,"tree_main_lemma_bst","post","pred_inst","bst","max",NA,NA
"1ffccffbfffdeedfffdfff9fef3fddfbff7fff5",2,91,"m.tree_main_lemma_bst.2.post.pred_inst.41",60,328666318,"gradual",92749340,39.3,"tree_main_lemma_bst","post","pred_inst","bst","max",NA,NA
"1ffccffbfffdeedfffdfff9fef3fddfbff7fff5",2,91,"m.tree_main_lemma_bst.2.post.pred_inst.41",64,377042912,"gradual",98588520,35.4,"tree_main_lemma_bst","post","pred_inst","bst","max",NA,NA
"1fff7ff7bfdffffbabfefbfff7e1fdbf7ff9fff",3,91.7,"m.tree_add_helper.2.post.pred_inst.23",60,235357647,"gradual",30161714,14.7,"tree_add_helper","post","pred_inst","bst","max",NA,NA
"1fff7ff7bfdffffbabfefbfff7e1fdbf7ff9fff",3,91.7,"m.tree_add_helper.2.post.pred_inst.23",64,265584743,"gradual",31790989,13.6,"tree_add_helper","post","pred_inst","bst","max",NA,NA
"1fff7dffe7eff77ffffffffdffdf6fe6f7ffffc",0,93.8,"p.bst.6.pred.pred_inst.137",36,37456694,"gradual",30129651,411.2,"bst","pred","pred_inst","bst","max",NA,NA
"1fff7dffe7eff77ffffffffdffdf6fe6f7ffffc",0,93.8,"p.bst.6.pred.pred_inst.137",40,44836739,"gradual",36736077,453.5,"bst","pred","pred_inst","bst","max",NA,NA
"1fff7dffe7eff77ffffffffdffdf6fe6f7ffffc",0,93.8,"p.bst.6.pred.pred_inst.137",44,61279385,"gradual",51022272,497.4,"bst","pred","pred_inst","bst","max",NA,NA
"1fff7dffe7eff77ffffffffdffdf6fe6f7ffffc",0,93.8,"p.bst.6.pred.pred_inst.137",48,57375876,"gradual",49075589,591.3,"bst","pred","pred_inst","bst","max",NA,NA
"1fff7dffe7eff77ffffffffdffdf6fe6f7ffffc",0,93.8,"p.bst.6.pred.pred_inst.137",52,88606665,"gradual",76399456,625.9,"bst","pred","pred_inst","bst","max",NA,NA
"1fff7dffe7eff77ffffffffdffdf6fe6f7ffffc",0,93.8,"p.bst.6.pred.pred_inst.137",56,134614812,"gradual",121839104,953.7,"bst","pred","pred_inst","bst","max",NA,NA
"1fff7dffe7eff77ffffffffdffdf6fe6f7ffffc",0,93.8,"p.bst.6.pred.pred_inst.137",60,174089830,"gradual",157121533,926,"bst","pred","pred_inst","bst","max",NA,NA
"1fff7dffe7eff77ffffffffdffdf6fe6f7ffffc",0,93.8,"p.bst.6.pred.pred_inst.137",64,202795859,"gradual",184186217,989.7,"bst","pred","pred_inst","bst","max",NA,NA
"1fff7ffedfeefffffff7b7bffbfff8ffbfe7fff",5,94.5,"p.bstRemove.6.pred.pred_inst.144",56,47434331,"gradual",36722139,342.8,"bstRemove","pred","pred_inst","bst","max",NA,NA
"1fff7ffedfeefffffff7b7bffbfff8ffbfe7fff",5,94.5,"p.bstRemove.6.pred.pred_inst.144",60,64104745,"gradual",50784740,381.3,"bstRemove","pred","pred_inst","bst","max",NA,NA
"1fff7ffedfeefffffff7b7bffbfff8ffbfe7fff",5,94.5,"p.bstRemove.6.pred.pred_inst.144",64,77181968,"gradual",62211100,415.5,"bstRemove","pred","pred_inst","bst","max",NA,NA
"1fff7dfff7eff77ffffffffdffff7fe6f7ffffc",0,95.9,"m.tree_contains_helper.4.unfold.pred_inst.32",52,116279985,"gradual",28419113,32.3,"tree_contains_helper","unfold","pred_inst","bst","max",NA,NA
"1fff7dfff7eff77ffffffffdffff7fe6f7ffffc",0,95.9,"m.tree_contains_helper.4.unfold.pred_inst.32",56,175581765,"gradual",43932997,33.4,"tree_contains_helper","unfold","pred_inst","bst","max",NA,NA
"1fff7dfff7eff77ffffffffdffff7fe6f7ffffc",0,95.9,"m.tree_contains_helper.4.unfold.pred_inst.32",60,230251036,"gradual",58882232,34.4,"tree_contains_helper","unfold","pred_inst","bst","max",NA,NA
"1fff7dfff7eff77ffffffffdffff7fe6f7ffffc",0,95.9,"m.tree_contains_helper.4.unfold.pred_inst.32",64,278593821,"gradual",73488901,35.8,"tree_contains_helper","unfold","pred_inst","bst","max",NA,NA
"1ffffdfffffffffffffffffdffff7feef7ffffc",0,100,"m.tree_main_lemma_bst.1.pre.pred_inst.40",52,104093135,"gradual",29863475,40.2,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"1ffffdfffffffffffffffffdffff7feef7ffffc",0,100,"m.tree_main_lemma_bst.1.pre.pred_inst.40",56,150333979,"gradual",39319527,35.4,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"1ffffdfffffffffffffffffdffff7feef7ffffc",0,100,"m.tree_main_lemma_bst.1.pre.pred_inst.40",60,212222747,"gradual",69253320,48.4,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"1ffffdfffffffffffffffffdffff7feef7ffffc",0,100,"m.tree_main_lemma_bst.1.pre.pred_inst.40",64,243495197,"gradual",66016162,37.2,"tree_main_lemma_bst","pre","pred_inst","bst","max",NA,NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",112,7280528,"gradual",-193371324,-96.4,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",128,9189926,"gradual",-287784237,-96.9,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",144,11178824,"gradual",-407951925,-97.3,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",160,13308367,"gradual",-562710025,-97.7,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",176,15928243,"gradual",-744081935,-97.9,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",192,18474216,"gradual",-962411571,-98.1,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",208,21417407,"gradual",-1230941527,-98.3,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",224,24429239,"gradual",-1529002149,-98.4,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",240,27817546,"gradual",-1875947776,-98.5,"list_insert","fold",NA,"list","min","pred_inst",NA
"5efccf57ea5fed7dffdb",5,75.6,"m.list_insert.3.fold.pred_inst.67",256,31259909,"gradual",-2290047792,-98.7,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",96,5743279,"gradual",-123599741,-95.6,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",112,7278875,"gradual",-195835434,-96.4,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",128,9127629,"gradual",-293213467,-97,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",144,11231576,"gradual",-416225850,-97.4,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",160,13446794,"gradual",-567191636,-97.7,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",176,15919696,"gradual",-750751087,-97.9,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",192,18800032,"gradual",-974840279,-98.1,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",208,21487381,"gradual",-1230004503,-98.3,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",224,24968938,"gradual",-1530543611,-98.4,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",240,28647715,"gradual",-1872059184,-98.5,"list_insert","fold",NA,"list","min","pred_inst",NA
"7bfbfe5bff7bffff7fbf",7,88.5,"m.list_insert.3.fold.pred_inst.48",256,32228895,"gradual",-2282416190,-98.6,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",112,7309354,"gradual",-196517767,-96.4,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",128,9226761,"gradual",-291744680,-96.9,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",144,11314467,"gradual",-416936787,-97.4,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",160,13438301,"gradual",-563172347,-97.7,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",176,15984830,"gradual",-752696091,-97.9,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",192,18662895,"gradual",-967046757,-98.1,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",208,21519376,"gradual",-1220578734,-98.3,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",224,24603075,"gradual",-1523834149,-98.4,"list_insert","fold",NA,"list","min","pred_inst",NA
"5fbf7fbfb7eddfffffff",6,89.7,"m.list_insert.3.fold.pred_inst.48",240,27910967,"gradual",-1880296650,-98.5,"list_insert","fold",NA,"list","min","pred_inst",NA
